Year,Question,PrimarySection,PrimaryName,PrimaryBook,AllSections,AllSectionNames,Reason,PNG,AnswerPNG,CandidatePerformance
2016,9,27,Nuclear Energy,Radioactivity and Nuclear Energy,27;26,Nuclear Energy; Rate of Decay and Uses of Radionuclides,"keywords: uranium, nucleus; dual with S26 (significant earlier part)",output/lq/2016/q9.png,output/lq/2016/ans/q9.png,"This question tested candidates' understanding of radioactivity. Part (a) was well answered. Most candidates employed a correct formula in (b)(i) to find the age of the sample but not many were able to work out the correct ratio N/N₀ = 3/5 from the information given. In (b)(ii), the reasons stated by the candidates for the age found being an underestimate were mostly far from concise. In sketching the graph in (b)(iii), few candidates realized that the number of Pb-206 atoms is non-zero at t = 0."
2017,1,6,Force,Force and Motion,6,Force,"keywords: score-based; primary=max(S1,S6)",output/lq/2017/q1.png,output/lq/2017/ans/q1.png,"This question was based on a passage describing the use of soil thermometers. The situation was unfamiliar to most candidates and the general performance was unsatisfactory. In (a), few were able to state that a larger bulb of such a thermometer would improve its sensitivity. Most candidates did well in parts (b)(i)(ii). However, very few gave a concise explanation of the function of paraffin wax in (b)(iii)."
2017,2,9,Momentum,Force and Motion,9,Momentum,keywords: score-based,output/lq/2017/q2.png,output/lq/2017/ans/q2.png,This question required candidates to describe how to measure the speed of a bullet using the apparatus provided. The general performance was poor. Many candidates failed to mention that the speed of the trolley immediately after the collision should have been taken. A small number of candidates did not know that the motion sensor registered the trolley's speed instead of its distance travelled. Not many were able to state the precautions for getting a more accurate result such as the bullet should be fired along the trolley's direction of travel.
2017,3,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,"keywords: kinetic theory, gas molecules, monatomic gas, avogadro",output/lq/2017/q3.png,,"This question was on the microscopic properties of gases. Candidates' performance was fair. In (a), most candidates knew that the root-mean-square speed of gas molecules was related to the gas temperature, but some forgot to take the square root of the ratio of temperatures. Quite a number of them had a misconception in part (b) that the collisions among gas molecules themselves would contribute to the gas pressure."
2017,4,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance; primary=max(S10,S21)",output/lq/2017/q4.png,,"This question tested candidates' knowledge and understanding on projectiles. In general, candidates' performance was fair. Most answered part (a)(i) correctly. However, some failed to distinguish the horizontal uniform motion and the vertical uniformly accelerated motion of a projectile in (a)(ii). Weaker ones even employed v² = u² + 2as to compute the resultant speed of the projected bearing. Part (b) revealed that quite a number of the candidates had misconceptions about Newton's third law of motion - taking weight and air resistance as an action-and-reaction pair in this case."
2017,5,6,Force,Force and Motion,6,Force,fallback: force cues,output/lq/2017/q5.png,output/lq/2017/ans/q5.png,"This question tested candidates' knowledge and understanding on circular motion. In (a), most candidates managed to indicate the forces acting on the teapot although a few of them labelled the frictional force as 'centripetal force'. In (b), quite a lot of the candidates failed to work out the correct angular velocity from the rate of revolution given. Weaker ones misunderstood part (c) and they wrongly applied the equation for circular motion to tackle the problem."
2017,6,13,Wave Motion,Wave Motion,13;5,Wave Motion; Motion,"keywords: wave speed, frequency; dual with S5 (significant earlier part)",output/lq/2017/q6.png,,"This question tested candidates' basic knowledge of wave motion. Candidates' performance was satisfactory. Part (a) was well answered. In (b)(i), some candidates only stated 'crest meets trough at Q' to explain why a minimum occurred there. Quite a number of them did not know that in (b)(iii) the amplitude of the water waves would decrease gradually with the distance from the source."
2017,7,18,Refraction of Light,Ray Optics,18,Refraction of Light,"keywords: refractive index, critical angle",output/lq/2017/q7.png,output/lq/2017/ans/q7.png,This question was well answered. Most were able to obtain the correct answers in parts (a)(i)(ii). Some candidates failed to recognise that in (a)(iii) the light ray would eventually emerge from the plastic block as the incident angle within the block becomes smaller than the critical angle. Weaker ones drew a light ray bending towards the normal when the light ray emerged from the block to the air. Part (b) was in general well answered.
2017,8,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance, circuit",output/lq/2017/q8.png,,"This question tested candidates' understanding of the relationship among voltage, current and resistance in a circuit. Candidates' performance was poor. Part (a) was well answered. In (b), few were able to state explicitly that the temperature increase led to the increase in resistance. Not many pointed out that by definition R = V/I in part (c). Although most were able to obtain the correct resistances in (d), not many realised that the one corresponding to room temperature should be employed to find the length of the tungsten filament in part (e)."
2017,9,23,Electromagnetism,Electricity and Magnetism,23,Electromagnetism,keywords: magnetic field,output/lq/2017/q9.png,output/lq/2017/ans/q9.png,"This question tested candidates' knowledge and understanding on electromagnetism. Their performance was fair. Part (a) was in general well answered except (a)(iv) in which not many were able to explain why the two magnetic forces, a pair of action and reaction forces, were equal in magnitude. In (b)(i), only the more able candidates referred to the direction of currents in neighbouring wire segments when explaining the origin of magnetic forces. Some misunderstood the situation in (b)(ii) and tried to answer the question by considering the induced current in the spring."
2017,10,27,Nuclear Energy,Radioactivity and Nuclear Energy,27;26,Nuclear Energy; Rate of Decay and Uses of Radionuclides,"keywords: nuclear equation, mev, nucleus; dual with S26 (significant earlier part)",output/lq/2017/q10.png,output/lq/2017/ans/q10.png,"This question on radioactivity was in general well answered. Candidates did well in parts (a) and (c). In (b), quite a number of candidates wrongly thought that the α particles neutralised the charged dust directly. Most candidates knew how to calculate the activity in part (d), only some of them made mistakes in the unit."
2018,1,2,Heat Capacity,Heat and Gases,2,Heat Capacity,"keywords: specific heat, heat capacity",output/lq/2018/q1.png,output/lq/2018/ans/q1.png,"This question tested candidates' knowledge and understanding on heat capacity and electric power. It was generally well answered. Some weaker candidates did not know the correct relation between energy and power. In (b), quite a number of the candidates had difficulties working out the correct flow rate of water in kg per minute."
2018,2,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,keywords: ideal gas,output/lq/2018/q2.png,output/lq/2018/ans/q2.png,"In (a), most candidates were able to use the data to find the amount of helium gas in vessel A. However, some of them just used 3 and 1 instead of 3p and V in their working. In (b)(i), not many started with the conservation of number of gas molecules. Weaker ones even tried to employ p_A V_A /(n_A R) = p_B V_B /(n_B R) to find the answer. (b)(ii) was well answered though some candidates considered the whole system which led to the conclusion that the volume of the gas increases, which was not appropriate. In general, candidates were able to use the terms in kinetic theory to answer the question (like 'particles hit the container wall more frequently'). Weaker ones held a misconception that pressure was due to collisions among gas molecules."
2018,3,8,"Work, Energy and Power",Force and Motion,8,"Work, Energy and Power","keywords: kinetic energy; primary=max(S6,S8)",output/lq/2018/q3.png,output/lq/2018/ans/q3.png,"Candidates' performance was satisfactory. In (a), many candidates missed the point that if the friction F_r remained unchanged (at its maximum value) while the maximum load limit was exceeded, the braking distance d would be longer according to the equation (1/2)mv² = F_r × d given. In (b)(i), when explaining why it was not recommended to apply the brakes continuously, only the more able ones pointed out that the thermal energy generated would cause the temperature to reach over a few hundred degrees Celsius as mentioned in the passage. In (b)(ii), some candidates had difficulties estimating how far the vehicle would travel up the ramp by applying either the principle of energy conservation or the equations for uniformly decelerated motion. A few even did not know that the deceleration up the ramp was g sin θ."
2018,4,9,Momentum,Force and Motion,9,Momentum,keywords: momentum,output/lq/2018/q4.png,output/lq/2018/ans/q4.png,"Part (a)(i) was well answered. In (a)(ii), only the more able candidates understood that as the spring gun was fixed, external force(s) acted on the system and thus momentum was not conserved. Moreover, some candidates only mentioned in their answers that momentum was not the same before and after the process, without giving any explanation. Part (b) was well answered. However, a few candidates had difficulties in resolving the initial velocity of the cannon ball correctly into its vertical and horizontal components. In (c), only the more able ones reasoned without any numerical calculation that t_f would increase as the initial vertical velocity v sin θ increased."
2018,5,7,More about Forces,Force and Motion,7,More about Forces,keywords: equilibrium,output/lq/2018/q5.png,output/lq/2018/ans/q5.png,"In (a)(i), most candidates correctly considered the balance of moments in the system. However, a few made mistakes in the conversion of units (like 1 cm = 0.001 m or 50 g = 0.5 kg). (a)(ii) was new to most candidates. Many considered the maximum and minimum values and found their difference instead of using percentage error. Some candidates overlooked that only the error associated with the counter-weight's position was considered or used ±0.05 cm in their calculations. In (b), most were able to use W = mg to find the correct value. In (c), only some candidates were able to correctly state the counter-weight position on the beam balance. Most were able to indicate that there was an increase of spring balance reading. Candidates' performance in (c)(ii) was poor. Very few were able to precisely explain why the beam balance failed to work in a free falling lift. Some of them wrongly thought that the beam balance reading would decrease."
2018,6,19,Lenses,Ray Optics,19,Lenses,"keywords: lens, focal length, concave lens",output/lq/2018/q6.png,output/lq/2018/ans/q6.png,"Candidates' performance in (a) was poor. Not many of them correctly suggested various methods, using one ray (with the lens position and principal axis correctly marked on the piece of paper) or two parallel rays from the ray box to find the focal length of the concave lens. Weaker candidates, however, wrongly tried to obtain an image formed by the concave lens using just a single light ray from the ray box. Part (b) was in general well answered. Most were able to draw a suitable light ray to find the focal length of the lens in (b)(ii). In (b)(iii), however, some candidates failed to indicate the correct path of ray p."
2018,7,14,"Reflection, Refraction and Diffraction",Wave Motion,14,"Reflection, Refraction and Diffraction",keywords: diffraction,output/lq/2018/q7.png,output/lq/2018/ans/q7.png,"Candidates performed well in (a)(i). Only a few candidates did not realise that the percentage error in measurement was being referred to and they answered 'easier to locate the positions of maxima as the dots are brighter'. Some candidates failed to find the correct values of θ or mistook the order of diffraction as n = 4 in (a)(iii). Weaker ones wrongly applied Δy = λD/a in this situation. In (b)(i), not many candidates knew that the equation Δy = λD/a could only be applied when λ ≪ a and a ≪ D. Some even thought that the equation was only applicable for light."
2018,8,22,AC and Domestic Electricity,Electricity and Magnetism,22,AC and Domestic Electricity,"keywords: mains, fuse, domestic",output/lq/2018/q8.png,output/lq/2018/ans/q8.png,"A considerable number of candidates wrongly chose terminals Y in (a)(i) for the 'heating' mode. Even for those who chose terminals X and correctly found the current drawn from the supply in (a)(ii), some wrongly employed this total current to find the power consumed in the mode of 'keeping warm' in (a)(iii). In (b)(i), many thought that the meter M was to record voltage, current or power. (b)(ii) was in general well answered although some candidates did not attempt this part possibly as it was too challenging."
2018,9,24,Electromagnetic Induction,Electricity and Magnetism,24,Electromagnetic Induction,keywords: generator,output/lq/2018/q9.png,output/lq/2018/ans/q9.png,"Although most candidates indicated the direction of I correctly in (a)(i), not many mentioned the resulting magnetic force as well as the need for an external force to balance it in order to maintain a uniform motion of the rod. In (a)(iii), many candidates employed Faraday's law to prove the equation instead of considering the mechanical power input, which was required by the question. In calculating the induced e.m.f. in (b)(ii), some candidates made mistakes in resolving the magnetic field or in converting its unit. Many did not understand the relation of induced e.m.f. and distribution of charges inside a conducting rod. (b)(iii) was poorly answered. Weaker candidates just based their answers on whether the circuit was open or closed to determine whether there would be a current. Some stated that the induced current flowing in opposite directions would cancel each other."
2018,10,26,Rate of Decay and Uses of Radionuclides,Radioactivity and Nuclear Energy,26,Rate of Decay and Uses of Radionuclides,"keywords: half-life; primary=max(S6,S26)",output/lq/2018/q10.png,output/lq/2018/ans/q10.png,"Part (a) was well answered though some candidates commented that atoms with more neutrons or greater mass numbers were more stable. In (b)(i), the answers of some candidates were far from precise e.g. 'as the ionizing power is random or the type of radiation emitted is random'. Weaker candidates only focused on the EHT device. In (b)(ii), many candidates wrongly held that the Ra-226 source was not pure and thus emitted all three kinds of radiation. It seems that candidates did not fully understand the mechanism of a decay series. In (b)(iii), quite a number of them pointed out that the sparks were related to the strong ionizing power of α radiation, but many just suggested using a cloud chamber to distinguish different types of radiations emitted instead of describing a way to verify the sparks were caused by the α radiation."
2019,1,3,Change of State,Heat and Gases,3;2,Change of State; Heat Capacity,"keywords: latent heat, fusion, ice at 0; dual with S2 (significant earlier part)",output/lq/2019/q1.png,output/lq/2019/ans/q1.png,"This question was in general well answered. In (a)(i), most candidates obtained the correct answer though a few omitted the term for the heat gained by the melted ice to reach the final temperature of 10 °C. Although most candidates realised that more ice was needed in (a)(ii), some wrongly stated that more energy should be 'absorbed' by the container if its heat capacity was not negligible. In (b), the heat transfer processes were well understood by candidates, however, quite a number of them mistook the direction of heat flow and stated that the inner silvery surface was a poor absorber of radiation in (b)(ii)."
2019,2,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,fallback: gas cues,output/lq/2019/q2.png,output/lq/2019/ans/q2.png,"The question was in general well answered. Most managed to obtain the answer in (a) despite some forgetting to convert the temperature given in Celsius to an absolute temperature on the Kelvin scale or mixed up number of molecules with the number of moles. In (b)(i), many candidates knew that the decrease in pressure would in effect increase the volume of the balloon. However, few were able to compare the change in pressure with the change in temperature while some wrongly thought that the volume remained unchanged. Candidates did well in the calculation in (b)(ii) although some considered the temperature to be constant and wrongly used Boyle's law to estimate the pressure. A few made mistakes when converting units or wrongly took the base of the exponential function as an electronic charge."
2019,3,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,keywords: resistance,output/lq/2019/q3.png,output/lq/2019/ans/q3.png,"This question tested candidates' knowledge and understanding in Mechanics in the context of life nets. The overall performance was fair. Part (a)(i) was well answered. Many candidates omitted the falling person's weight in finding the average force acting on the person by the net in (a)(ii). In (b)(i), some candidates failed to point out the possible consequences for a person falling from a great height. Not many realised that in (b)(ii) the determining factors for reaching the life net's central part are the initial horizontal velocity and the time of fall of the projectile motion, not air resistance or wind, which were neglected."
2019,4,11,Uniform Circular Motion,Force and Motion,11,Uniform Circular Motion,"keywords: centripetal; primary=max(S6,S11)",output/lq/2019/q4.png,output/lq/2019/ans/q4.png,"Candidates' performance was fair. Quite a lot of them had difficulties relating the angular velocity with the rotation rate in (a)(i). Most candidates were able to find the centripetal force F_c in (a)(ii). However, a few did not indicate F_c in the figure or mistook the length of the string to be the radius. In (a)(iii), a majority of the candidates tackled this part by finding out the value of the tension. Weaker candidates held that the tension was the resultant of the bob's weight and the centripetal force. In (b)(i), some candidates failed to point out that no work is done by the gravitational force acting on the Moon while weaker ones failed to realise that the centripetal force is actually the gravitational pull and stated that the net force acting on the Moon was zero. In (b)(ii), most were able to mention an action-and-reaction pair or use F = GMm/r² to explain."
2019,5,14,"Reflection, Refraction and Diffraction",Wave Motion,14,"Reflection, Refraction and Diffraction","keywords: ripple tank; primary=max(S13,S14)",output/lq/2019/q5.png,output/lq/2019/ans/q5.png,"This question was in general well answered. Most obtained the correct answers in (a) although a few wrongly counted the number of wavelengths in the shallow region. In (b)(i), the less able candidates struggled to find the frequency of the water wave in the deep region, which should remain unchanged (at 10 Hz). Quite a number of the candidates failed to sketch the refracted wavefronts properly in (b)(ii). Common mistakes included wavefronts bending towards instead of away from the normal or not continuing across the boundary. Part (b)(iii) was well answered except for a few who confused refraction with diffraction."
2019,6,19,Lenses,Ray Optics,19,Lenses,keywords: lens,output/lq/2019/q6.png,output/lq/2019/ans/q6.png,"This question tested candidates' knowledge and understanding on image formation by a concave lens. Candidates' performance was fair. Most realised that the lens was a concave one and gave valid explanation in (a). However, some made mistakes in the position and height of the object in (b) and thus failed to locate the correct position of the focus in (c). Part (d) was poorly answered. Not many were able to draw a correct light ray from the object so as to illustrate how the image's tip could be observed."
2019,7,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance, circuit",output/lq/2019/q7.png,output/lq/2019/ans/q7.png,"Part (a) was in general well answered. Most candidates were able to draw the circuit diagram correctly though some failed to mark the polarities of the voltmeter or wrongly connected it across the switch. Quite a number of the candidates suggested precautions that were not relevant to accuracy or safety of the experiment like 'using a voltmeter (assumed ideal) of a very high resistance'. In (b), not many gave a correct expression of V in terms of ε, r and R. A significant number of them mistook that V varied linearly with R or they had a directly proportional relationship."
2019,8,22,AC and Domestic Electricity,Electricity and Magnetism,22,AC and Domestic Electricity,"keywords: mains, fuse, live wire, neutral wire",output/lq/2019/q8.png,output/lq/2019/ans/q8.png,"The question tested candidates' knowledge and understanding on domestic circuits. The overall performance was good. Most answered part (a) correctly though some drawings of the connecting wires were quite messy. In (b)(i), many candidates knew the advantage of connecting L₁ and L₂ in parallel, however, some gave incomplete or wrong answers like 'both can work under the same voltage' or 'when one lighting set failed to work due to a short circuit, the other can still work'. Although most managed to find the working currents of the two lighting sets in (b)(ii), a few wrongly thought that the fuse value should be greater than either currents but not the total. Part (c) was well answered."
2019,9,23,Electromagnetism,Electricity and Magnetism,23,Electromagnetism,keywords: magnetic field,output/lq/2019/q9.png,output/lq/2019/ans/q9.png,"Candidates' performance was poor. In (a)(i), most candidates employed Lenz's law to explain and stated that there was a change of magnetic flux due to the decrease in magnetic field strength but forgot to mention the induced e.m.f. for driving the induced current. Some candidates were confused about 'flux change' and 'change in total flux linkage' in (a)(ii) though they managed to find the induced e.m.f. in the coil. In (b)(i), many failed to realise that the direction of magnetic flux through the coil would have been reversed after a rotation of 180°. In (b)(ii), many candidates wrongly thought that there would be no induced current at the moment when the magnetic flux through the coil was zero (while the change of magnetic flux was in fact at a maximum). Part (c) was poorly answered. Most candidates failed to indicate precisely where the eddy currents were induced. It seemed that candidates' answer to (c)(ii) were quite random - not moving, from left to right, or even rotating or oscillating."
2019,10,27,Nuclear Energy,Radioactivity and Nuclear Energy,27,Nuclear Energy,"keywords: fission, mev, uranium",output/lq/2019/q10.png,output/lq/2019/ans/q10.png,"Part (a)(i) was well answered. Not many gave the crucial condition that the number of neutrons produced in fission must be greater than one for a chain reaction be sustained in (a)(ii). Weaker candidates may have thought that slow neutrons had to be the products of the fission reaction. Most managed to find the amount of U-235 in the sample 2 × 10⁹ years ago in (b)(i) but not many obtained the correct value of its concentration by mass in (b)(ii). Candidates' performance in (c) was poor. Very few were able to relate the energy of fission with the dry up of underground water, which led to a ceasing of the supply of slow neutrons. Wrong answers given by candidates included: the neutrons were not energetic enough or the concentration of the fuel was not high enough."
2020,1,2,Heat Capacity,Heat and Gases,2,Heat Capacity,"keywords: specific heat, heat capacity",output/lq/2020/q1.png,output/lq/2020/ans/q1.png,"This question examined candidates' knowledge and understanding of heat transfer. It was generally well answered. Most candidates obtained the correct answer in (a). Candidates' performance was good in (b)(i) though a few misunderstood the question and tried to explain 'why the soup should be kept at 96 °C'. In (b)(ii), many omitted the contribution of the container in the calculation. Some candidates mistook the temperature drop (9 °C) as the final temperature. Most candidates did well in (b)(iii). A few wrongly assumed that the temperature drop would remain the same despite the temperature difference becoming smaller."
2020,2,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,"keywords: ideal gas, mole",output/lq/2020/q2.png,output/lq/2020/ans/q2.png,"Candidates' performance was satisfactory. Some candidates failed to indicate where the force should act in (a)(i). In (a)(ii), some calculated the force by the steam or the force due to atmospheric pressure instead of the force keeping the piston stationary. Weaker candidates mistook 'force = pressure/area'. In (a)(iii), a few took the temperature of the steam to be 273 °C instead of 237 °C. Some mistook the number of moles n to be 1. In (b)(i), most managed to find the work done by considering the gain of kinetic energy of the jet fighter. Many candidates, who employed work done equals force × distance, wrongly used the initial force and/or mistook the distance travelled as the product of the final velocity and time taken. Some candidates only found the net force instead of the work done or considered the work done as mass × acceleration or force × velocity. Candidates did well in (b)(ii). Some struggled to obtain 'an average value' for the average acceleration found. Most candidates knew that the acceleration was decreasing in (b)(iii) but were not able to clearly explain why. Some confused 'decreasing' with 'decreased' and stated that 'friction reduces the speed and hence acceleration is decreasing'."
2020,3,23,Electromagnetism,Electricity and Magnetism,23,Electromagnetism,"keywords: magnetic field; primary=max(S21,S23)",output/lq/2020/q3.png,output/lq/2020/ans/q3.png,"This question tested candidates' knowledge and understanding in Electromagnetism in the context of magnetically levitated trains. The overall performance was fair. In (a), most candidates were able to point out the lowered resistance allowed a larger current flow. However, a number of them described the current as eddy currents. A considerable number of candidates wrongly believed that 'unlike poles repel each other' in (b) and a few used 'positive pole/charge' to describe magnetic poles. Candidates' performance in (c) was fair. Although most were able to explain the situation in general terms, their descriptions were far from precise. Some simply wrote 'no friction' instead of no friction between the train and the track. Few pointed out explicitly that 'air resistance' was the only resistive force that needed to be overcome."
2020,4,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,keywords: resistance,output/lq/2020/q4.png,output/lq/2020/ans/q4.png,"Candidates' performance was satisfactory. Some candidates wrongly arranged the speeds in the opposite order in (a). In (b), a lot of the candidates confused the following: acceleration, weight, acceleration due to gravity and velocity. In (c)(i), most were able to describe the energy conversion correctly. However, some failed to point out that the energy conversion from B to C only involved 'part of the sphere's kinetic energy'. Part (c)(ii) was well answered. Candidates were able to use energy conservation to solve the problem. About half of them managed to tackle (c)(iii) by resolving the components of the initial velocity of the sphere. Some even tried to work out the time of flight separately based on the independence of horizontal and vertical motions."
2020,5,6,Force,Force and Motion,6,Force,fallback: force cues,output/lq/2020/q5.png,output/lq/2020/ans/q5.png,"Candidates' performance was fair in general. In (a)(i), most were able to indicate the forces acting on the block when it was treated as a free body. However, a few candidates made mistakes in either the direction or the labelling of the normal reaction. Candidates' performance in (a)(ii) was poor. Not many managed to resolve the forces and correctly set up the equations required. Some wrongly recalled R = mg cosθ for the reaction in such a situation that involved an extra force F. A lot of the candidates answered (b)(i) correctly though some of them used F (the force being removed) to find the acceleration. Part (b)(ii) was unfamiliar to candidates and some failed to realise that the perpendicular component of F had a part to play in such a situation."
2020,6,16,Light and Sound,Wave Motion,16,Light and Sound,keywords: speed of sound,output/lq/2020/q6.png,output/lq/2020/ans/q6.png,"This question tested candidates' knowledge and understanding in an experiment to find the speed of sound in air. In general, candidates' performance was fair. In (a), quite a number of candidates did not understand how the experiment worked and thus failed to indicate the appropriate location where a sharp loud sound should be produced. Many candidates obtained full marks in (b)(i). A few took the average value of all the four timer readings. Weaker candidates confused microphones with loudspeakers and thought that it was an experiment about the interference of sound, thus employing the wave equation v = fλ. About half of the candidates failed to score in (b)(ii). Many answers were in fact not adjustments to the experimental setting, e.g. 'repeat the experiment and take average', 'surround the set-up with sound-proof materials', etc."
2020,7,18,Refraction of Light,Ray Optics,18,Refraction of Light,"keywords: refractive index, critical angle",output/lq/2020/q7.png,output/lq/2020/ans/q7.png,"Candidates did well in (a)(i)(ii). In (a)(iii), most knew that total internal reflection occurred, however, some candidates just gave the general conditions for not having total internal reflection instead of θ ≥ 30° as required. Part (b) was unfamiliar to candidates. In (b)(i), not many realised that the light taking different paths within θ = ±30° would reach the sensor at different arrival times. In (b)(ii), very few candidates were able to explain how the cladding's refractive index n_c would affect the critical angle which subsequently allowed a narrower light beam to undergo total internal reflection. Many did not understand the situation stating that n_c had no effects on the width of the light pulse."
2020,8,22,AC and Domestic Electricity,Electricity and Magnetism,22,AC and Domestic Electricity,"keywords: fuse; primary=max(S21,S22)",output/lq/2020/q8.png,output/lq/2020/ans/q8.png,"This question tested candidates' knowledge and understanding of circuits in the context of a car's lighting system. The overall performance was fair. In (a), few were able to point out that light bulbs L₁ and L₂ were shorted. Many held that no current passed them was due to 'open circuit' or 'their resistances are lower than those of the bulbs in the parallel branch'. Part (b) was well answered. Most knew that the potential difference was 12 V and indicated the correct directions of currents. Many candidates figured out the light bulbs were all connected in parallel and obtained some marks in (c). A few made careless mistakes in finding the equivalent resistance. Most candidates understood the function of fuse and answered part (d) correctly."
2020,9,20,Electrostatics,Electricity and Magnetism,20,Electrostatics,"keywords: electric field; primary=max(S6,S20)",output/lq/2020/q9.png,output/lq/2020/ans/q9.png,"Candidates' performance was poor. Although most candidates were able to show the correct direction of the electric field in (a), many failed to draw evenly spaced, parallel field lines properly. In (b)(i), not many were able to use the correct component of force or moment arm to find the moment acting on the rod. Some mistook the length of the rod or even the separation of the plates as the moment arm. Wrong units for the moment such as J or N were common. Most candidates answered (b)(ii) correctly. Incorrect units for the electric field were found occasionally. Many candidates wrongly employed equations of force or electric field due to a point charge to tackle (b)(iii)."
2020,10,27,Nuclear Energy,Radioactivity and Nuclear Energy,27,Nuclear Energy,"keywords: mev, nucleus; primary=max(S8,S27)",output/lq/2020/q10.png,output/lq/2020/ans/q10.png,"Part (a) was well answered. Some candidates were unable to identify the product X despite they had found the correct proton and mass numbers. In (b), most managed to find the mass defect correctly. Some failed to convert the mass defect to energy in MeV. Weaker ones mistook the energy equivalent of the mass of an α particle as the minimum kinetic energy or omitted the α particle or the proton in finding the minimum kinetic energy. Candidates' performance in (c) was poor. Only a few were able to give correct explanations based on the conservation of momentum. Popular explanations included 'extra energy is needed because of inelastic collision or binding energy', 'to compensate for the energy loss to surroundings' or 'to overcome repulsive forces'."
2021,1,3,Change of State,Heat and Gases,3;2,Change of State; Heat Capacity,"keywords: latent heat, vaporization, boiling; dual with S2 (significant earlier part)",output/lq/2021/q1.png,output/lq/2021/ans/q1.png,"This question examined candidates' knowledge and understanding of heat transfer. Candidates' performance was satisfactory. Most candidates managed to obtain the correct numerical answers in (a) and (b). However, some failed to present the answers with correct units. Part (c) was well answered. In (d), weaker candidates wrongly held that a good conductor such as copper absorbed more thermal energy. Perhaps they got heat capacity and conduction mixed up."
2021,2,16,Light and Sound,Wave Motion,16,Light and Sound,keywords: speed of sound,output/lq/2021/q2.png,output/lq/2021/ans/q2.png,"Candidates' performance was satisfactory. In (a), quite a number of the candidates did not realise that the sound travelled twice the water depth within the time interval. Most were able to apply the ideal gas equation to answer (b)(i) although a few candidates forgot to add 273 in converting the temperature in degrees Celsius. A lot of the candidates were competent in using kinetic theory to explain the pressure drop in (b)(ii). Candidates employed different approaches, including mole ratio or pressure ratio, in answering (c). Quite a number of them did not realise that the pressure of compressed gas needed to be greater than the pressure outside, i.e. 4.0 atm at the seabed."
2021,3,8,"Work, Energy and Power",Force and Motion,8,"Work, Energy and Power",keywords: work done,output/lq/2021/q3.png,output/lq/2021/ans/q3.png,"This question tested candidates' knowledge and understanding of projectile motion in the context of a volleyball game. The overall performance was good. In (a)(i), most candidates knew that the work done on the ball became its kinetic energy. A few misinterpreted the situation and also considered the ball's gravitational potential energy in the calculation. In (a)(ii), nearly half of the candidates computed the horizontal and vertical components of the velocity separately rather than simply using the method of conservation of mechanical energy. Weaker ones held that B was the highest point of the trajectory in (b)(i). In (c), most knew that the suggested way would result in a shorter time of flight. However, some failed to point out explicitly that this was due to a larger horizontal component of the velocity. Part (d) was well answered, although some candidates wrongly stated that a concrete floor providing larger friction was the reason."
2021,4,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance; primary=max(S7,S21)",output/lq/2021/q4.png,,"Candidates' performance was fair. Although many were able to indicate the forces in the free-body diagrams in (a)(i), they did not pay attention to the points of application of the forces concerned. In (a)(ii), some candidates did not explicitly point out the directions of the net force acting on the hanging mass and the resulting acceleration. Weaker ones held that there was acceleration even though they stated that the forces were balanced. Parts (a)(iii) and (b) were quite challenging. Candidates had to realise that the total mass of the system was constant (i.e. (M + 0.1) kg) throughout the experiment. Thus, only the more able ones obtained the correct equation of a straight line in (a)(iii) and found M correctly in (b)."
2021,5,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance; primary=max(S12,S21)",output/lq/2021/q5.png,,"Candidates' performance was fair in general. Some candidates failed to relate the average thrust to the rate of change of momentum of the exhaust gas in (a)(i). In applying Newton's laws of motion to find the rocket's acceleration in (a)(ii), weaker candidates omitted the weight mg or wrongly took the net force as F_thrust + mg. Candidates performed poorly in (a)(iii). Not many were able to point out that the average thrust remained the same while the rocket's mass decreased. A few candidates mistook the period of the satellite around the Earth as 1 year or 365 days in (b)(i). In (b)(ii), only the more able ones knew how to make use of GM/R² = g to tackle this part."
2021,6,19,Lenses,Ray Optics,19;18,Lenses; Refraction of Light,keywords: lens; dual with S18 (significant earlier part),output/lq/2021/q6.png,output/lq/2021/ans/q6.png,"Candidates' performance was satisfactory. In (a)(i), some candidates were not aware that the frequency of red light is an invariant, i.e. irrespective of the medium concerned. A few candidates made mistakes in identifying the correct angles of incidence and refraction in (a)(ii). Part (a)(iii) was well answered. Most understood the nature of the magnified image in (b)(i). Just a few failed to obtain the correct separation between O and L in (b)(ii). Not many obtained full marks in (b)(iii). Common mistakes included drawing light rays without arrows and inappropriate use of solid and dotted lines. In (b)(iv), some confused diffraction and refraction in explaining the colour edges of the image formed from a black-and-white slide."
